stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
stop_252_42019,119-01,"Teatr Ludowy","01",50.082264,20.032708,,,0,,,,
stop_252_42029,119-02,"Teatr Ludowy","02",50.081863,20.032035,,,0,,,,
stop_253_42319,106-01,"Struga","01",50.074547,20.046307,,,0,,,,
stop_253_42329,106-02,"Struga","02",50.074892,20.047467,,,0,,,,
stop_254_42419,188-01,"Os. Na Skarpie","01",50.069813,20.045465,,,0,,,,
stop_254_42429,188-02,"Os. Na Skarpie","02",50.069704,20.046218,,,0,,,,
stop_255_42919,189-01,"Klasztorna","01",50.068607,20.052165,,,0,,,,
stop_255_42929,189-02,"Klasztorna","02",50.068478,20.053009,,,0,,,,
stop_257_43519,123-01,"Darwina","01",50.0896,20.059101,,,0,,,,
stop_257_43529,123-02,"Darwina","02",50.089452,20.058994,,,0,,,,
stop_258_44219,125-01,"Wzgórza Krzesławickie","01",50.094595,20.064858,,,0,,,,
stop_259_44919,211-01,"Bardosa","01",50.067743,20.064949,,,0,,,,
stop_259_44929,211-02,"Bardosa","02",50.067772,20.064912,,,0,,,,
stop_261_45119,213-01,"Brama nr 4","01",50.064955,20.074756,,,0,,,,
stop_261_45129,213-02,"Brama nr 4","02",50.064899,20.075212,,,0,,,,
stop_263_45319,215-01,"Brama nr 5","01",50.069176,20.09178,,,0,,,,
stop_263_45329,215-02,"Brama nr 5","02",50.069071,20.091584,,,0,,,,
stop_264_45419,216-01,"Meksyk","01",50.069815,20.09469,,,0,,,,
stop_264_45429,216-02,"Meksyk","02",50.069892,20.095243,,,0,,,,
stop_265_45719,217-01,"Koksochemia","01",50.071926,20.104695,,,0,,,,
stop_265_45729,217-02,"Koksochemia","02",50.071926,20.104459,,,0,,,,
stop_266_45819,218-01,"Pleszów","01",50.072893,20.11689,,,0,,,,
stop_267_45919,107-01,"Kombinat","01",50.079135,20.065059,,,0,,,,
stop_267_45929,107-02,"Kombinat","02",50.079835,20.065863,,,0,,,,
stop_272_46419,194-01,"Elektromontaż","01",50.087682,20.064594,,,0,,,,
stop_272_46429,194-02,"Elektromontaż","02",50.087727,20.064095,,,0,,,,
stop_273_46519,193-01,"Zajezdnia Nowa Huta","01",50.083538,20.065554,,,0,,,,
stop_273_46529,193-02,"Zajezdnia Nowa Huta","02",50.08358,20.0656,,,0,,,,
stop_274_46619,5-01,"PH","01",50.084174,20.064555,,,0,,,,
stop_275_56019,671-01,"Gromadzka","01",50.040604,19.978133,,,0,,,,
stop_275_56029,671-02,"Gromadzka","02",50.040668,19.978132,,,0,,,,
stop_276_56119,674-01,"Lipska","01",50.040641,19.98442,,,0,,,,
stop_276_56129,674-02,"Lipska","02",50.040688,19.981676,,,0,,,,
stop_276_56139,674-03,"Lipska","03",50.039687,19.982994,,,0,,,,
stop_277_56719,670-01,"Kuklińskiego","01",50.044529,19.973549,,,0,,,,
stop_277_56729,670-02,"Kuklińskiego","02",50.044575,19.973602,,,0,,,,
stop_278_57019,640-01,"Plac Bohaterów Getta","01",50.046605,19.955028,,,0,,,,
stop_278_57029,640-02,"Plac Bohaterów Getta","02",50.046716,19.9551,,,0,,,,
stop_279_57119,556-01,"Korona","01",50.043604,19.946683,,,0,,,,
stop_279_57129,556-02,"Korona","02",50.044052,19.947497,,,0,,,,
stop_279_57139,556-03,"Korona","03",50.044032,19.94678,,,0,,,,
stop_280_57219,557-01,"Smolki","01",50.041496,19.943119,,,0,,,,
stop_280_57229,557-02,"Smolki","02",50.041629,19.943262,,,0,,,,
stop_282_57519,522-01,"Szwedzka","01",50.046721,19.925299,,,0,,,,
stop_282_57529,522-02,"Szwedzka","02",50.046744,19.925484,,,0,,,,
stop_283_57619,523-01,"Kapelanka","01",50.044913,19.922059,,,0,,,,
stop_283_57629,523-02,"Kapelanka","02",50.045048,19.922048,,,0,,,,
stop_284_57719,524-01,"Słomiana","01",50.041404,19.9241,,,0,,,,
stop_284_57729,524-02,"Słomiana","02",50.040825,19.924547,,,0,,,,
stop_285_58419,525-01,"Kobierzyńska","01",50.03444,19.925931,,,0,,,,
stop_285_58429,525-02,"Kobierzyńska","02",50.034593,19.925986,,,0,,,,
stop_289_58919,706-01,"Ruczaj","01",50.026932,19.905181,,,0,,,,
stop_289_58929,706-02,"Ruczaj","02",50.02729,19.906125,,,0,,,,
stop_290_61019,558-01,"Rondo Matecznego","01",50.036959,19.940795,,,0,,,,
stop_290_61029,558-02,"Rondo Matecznego","02",50.035927,19.940363,,,0,,,,
stop_291_61119,559-01,"Rzemieślnicza","01",50.033644,19.938697,,,0,,,,
stop_291_61129,559-02,"Rzemieślnicza","02",50.03295,19.938389,,,0,,,,
stop_292_61219,551-01,"Borsucza","01",50.030504,19.928538,,,0,,,,
stop_292_61229,551-02,"Borsucza","02",50.03055,19.929101,,,0,,,,
stop_293_61319,552-01,"Brożka","01",50.030494,19.931874,,,0,,,,
stop_293_61329,552-02,"Brożka","02",50.03053,19.93173,,,0,,,,
stop_294_61419,4-01,"PT","01",50.031724,19.934092,,,0,,,,
stop_296_62319,644-01,"Dworcowa","01",50.033435,19.970294,,,0,,,,
stop_296_62329,644-02,"Dworcowa","02",50.032673,19.971078,,,0,,,,
stop_297_62419,645-01,"Kabel","01",50.027229,19.976567,,,0,,,,
stop_297_62429,645-02,"Kabel","02",50.026621,19.977231,,,0,,,,
stop_298_63019,646-01,"Bieżanowska","01",50.023027,19.981791,,,0,,,,
stop_298_63029,646-02,"Bieżanowska","02",50.023119,19.981692,,,0,,,,
stop_298_63039,646-03,"Bieżanowska","03",50.023562,19.97926,,,0,,,,
stop_298_63049,646-04,"Bieżanowska","04",50.023609,19.979431,,,0,,,,
stop_299_63219,635-01,"Dauna","01",50.018289,19.977516,,,0,,,,
stop_299_63229,635-02,"Dauna","02",50.018408,19.977585,,,0,,,,
stop_300_63419,647-01,"Wlotowa","01",50.019364,19.988113,,,0,,,,
stop_300_63429,647-02,"Wlotowa","02",50.019553,19.987851,,,0,,,,
stop_301_63719,648-01,"Prokocim","01",50.017526,19.991105,,,0,,,,
stop_301_63729,648-02,"Prokocim","02",50.017646,19.990988,,,0,,,,
stop_302_67919,657-01,"Ćwiklińskiej","01",50.016057,20.019317,,,0,,,,
stop_302_67929,657-02,"Ćwiklińskiej","02",50.015966,20.019968,,,0,,,,
stop_303_68119,655-01,"Teligi","01",50.016599,20.007159,,,0,,,,
stop_303_68129,655-02,"Teligi","02",50.016511,20.007916,,,0,,,,
stop_304_68219,649-01,"Prokocim Szpital","01",50.014443,19.998952,,,0,,,,
stop_304_68229,649-02,"Prokocim Szpital","02",50.014585,20.000171,,,0,,,,
stop_305_71519,627-01,"Nowosądecka","01",50.013455,19.964635,,,0,,,,
stop_305_71529,627-02,"Nowosądecka","02",50.013437,19.964684,,,0,,,,
