stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
stop_325_136019,821-01,"Plac Wszystkich Świętych","01",50.05912,19.93824,,,0,,,,
stop_325_136029,821-02,"Plac Wszystkich Świętych","02",50.059113,19.937497,,,0,,,,
stop_328_253819,140-01,"Miśnieńska","01",50.094489,19.999999,,,0,,,,
stop_328_253829,140-02,"Miśnieńska","02",50.094406,20.000154,,,0,,,,
stop_329_253919,162-01,"Rondo Hipokratesa","01",50.090025,20.021395,,,0,,,,
stop_329_253929,162-02,"Rondo Hipokratesa","02",50.090094,20.021355,,,0,,,,
stop_330_254319,121-01,"Wańkowicza","01",50.086978,20.04756,,,0,,,,
stop_330_254329,121-02,"Wańkowicza","02",50.086937,20.047608,,,0,,,,
stop_331_254819,210-01,"Suche Stawy","01",50.067467,20.060033,,,0,,,,
stop_331_254829,210-02,"Suche Stawy","02",50.067515,20.059695,,,0,,,,
stop_334_258219,656-01,"Nowy Prokocim","01",50.016128,20.012098,,,0,,,,
stop_334_258229,656-02,"Nowy Prokocim","02",50.016318,20.013226,,,0,,,,
stop_335_260819,760-01,"Dworzec Główny Zachód","01",50.06783,19.945354,,,0,,,,
stop_335_260829,760-02,"Dworzec Główny Zachód","02",50.067827,19.945408,,,0,,,,
stop_338_56919,641-01,"Limanowskiego","01",50.045136,19.954882,,,0,,,,
stop_338_56929,641-02,"Limanowskiego","02",50.045,19.955911,,,0,,,,
stop_339_62119,643-01,"Cmentarz Podgórski","01",50.038989,19.964548,,,0,,,,
stop_339_62129,643-02,"Cmentarz Podgórski","02",50.038686,19.964919,,,0,,,,
stop_342_268519,124-01,"Jarzębiny","01",50.092298,20.061609,,,0,,,,
stop_342_268529,124-02,"Jarzębiny","02",50.091985,20.061099,,,0,,,,
stop_343_268619,528-01,"Lipińskiego","01",50.030792,19.924804,,,0,,,,
stop_343_268629,528-02,"Lipińskiego","02",50.030738,19.924874,,,0,,,,
stop_344_268719,526-01,"Grota-Roweckiego","01",50.031867,19.920212,,,0,,,,
stop_344_268729,526-02,"Grota-Roweckiego","02",50.031593,19.921162,,,0,,,,
stop_345_268819,527-01,"Norymberska","01",50.029809,19.912225,,,0,,,,
stop_345_268829,527-02,"Norymberska","02",50.030129,19.913131,,,0,,,,
stop_346_269019,291-01,"Kampus UJ","01",50.024044,19.901485,,,0,,,,
stop_346_269029,291-02,"Kampus UJ","02",50.024685,19.901995,,,0,,,,
stop_361_282119,489-01,"Łagiewniki ZUS","01",50.024577,19.933922,,,0,,,,
stop_386_285919,810-01,"Teatr Variete","01",50.058858,19.962529,,,0,,,,
stop_386_285929,810-02,"Teatr Variete","02",50.058827,19.962374,,,0,,,,
stop_424_287019,470-01,"Dworzec Płaszów Estakada","01",50.033556,19.977196,,,0,,,,
stop_424_287029,470-02,"Dworzec Płaszów Estakada","02",50.033468,19.976946,,,0,,,,
