trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_2_trip_2_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_3_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_4_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_5_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_6_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_7_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_8_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_9_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_10_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_11_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_12_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_13_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_2_trip_14_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_2,shape_23347,0
block_2_trip_15_service_1,route_31,service_1,Salwator,"",0,block_2,shape_20,0
block_5_trip_2_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_3_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_4_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_5_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_6_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_7_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_8_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_9_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_10_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_11_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_12_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_13_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_14_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_15_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_5_trip_16_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_5,shape_23347,0
block_5_trip_17_service_1,route_31,service_1,Salwator,"",0,block_5,shape_20,0
block_9_trip_2_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_3_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_4_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_5_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_6_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_7_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_8_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_9_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_10_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_11_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_12_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_13_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_14_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_15_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_9_trip_16_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_9,shape_23347,0
block_9_trip_17_service_1,route_31,service_1,Salwator,"",0,block_9,shape_20,0
block_12_trip_2_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_3_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_4_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_5_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_6_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_7_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_8_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_9_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_10_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_11_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_12_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_13_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_12_trip_14_service_1,route_31,service_1,Wzg. Krzesławickie,"",1,block_12,shape_23347,0
block_12_trip_15_service_1,route_31,service_1,Salwator,"",0,block_12,shape_20,0
block_16_trip_2_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_16,shape_58,0
block_16_trip_3_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_4_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_5_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_6_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_7_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_8_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_9_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_10_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_11_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_12_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_13_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_14_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_16_trip_15_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_16,shape_94,0
block_16_trip_16_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_16,shape_23679,0
block_17_trip_2_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_3_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_4_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_5_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_6_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_7_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_8_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_9_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_10_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_11_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_12_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_13_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_14_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_15_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_17_trip_16_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_17,shape_94,0
block_17_trip_17_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_17,shape_23679,0
block_20_trip_2_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_3_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_4_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_5_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_6_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_7_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_8_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_9_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_10_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_11_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_12_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_13_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_14_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_15_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_16_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_17_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_18_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_19_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_20_trip_20_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_20,shape_94,0
block_20_trip_21_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_20,shape_23679,0
block_22_trip_2_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_3_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_4_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_5_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_6_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_7_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_8_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_9_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_10_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_11_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_12_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_13_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_14_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_15_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_16_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_17_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_18_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_22_trip_19_service_1,route_55,service_1,Krowodrza G. P+R,"",0,block_22,shape_23679,0
block_22_trip_20_service_1,route_55,service_1,Nowy Bieżanów P+R,"",1,block_22,shape_94,0
block_28_trip_2_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_3_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_4_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_5_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_6_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_7_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_8_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_9_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_10_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_11_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_12_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_13_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_14_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_15_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_16_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_17_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_18_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_19_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_20_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_21_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_28_trip_22_service_1,route_942,service_1,Wzg. Krzesławickie,"",1,block_28,shape_59,0
block_28_trip_23_service_1,route_942,service_1,Krowodrza G. P+R,"",0,block_28,shape_58,0
block_29_trip_2_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_3_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_4_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_5_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_6_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_7_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_8_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_9_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_10_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_11_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_12_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_13_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_14_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_15_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_16_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_17_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_18_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_19_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_20_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_21_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_29_trip_22_service_1,route_807,service_1,Borek Fałęcki,"",1,block_29,shape_23380,0
block_29_trip_23_service_1,route_807,service_1,Cichy Kącik,"",0,block_29,shape_23379,0
block_34_trip_2_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_3_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_4_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_5_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_6_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_7_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_8_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_9_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_10_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_11_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_12_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_13_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_14_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_15_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_16_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_17_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_34_trip_18_service_1,route_807,service_1,Cichy Kącik,"",0,block_34,shape_23379,0
block_34_trip_19_service_1,route_807,service_1,Borek Fałęcki,"",1,block_34,shape_23380,0
block_35_trip_2_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_3_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_4_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_5_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_6_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_7_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_8_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_9_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_10_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_11_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_12_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_13_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_14_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_15_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_16_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_17_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_18_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_19_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_20_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_21_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_35_trip_22_service_1,route_807,service_1,Cichy Kącik,"",0,block_35,shape_23379,0
block_35_trip_23_service_1,route_807,service_1,Borek Fałęcki,"",1,block_35,shape_23380,0
block_41_trip_2_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_3_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_4_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_5_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_6_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_7_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_8_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_9_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_10_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_11_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_12_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_13_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_14_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_15_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_16_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_17_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_41_trip_18_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_41,shape_23386,0
block_41_trip_19_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_41,shape_23387,0
block_42_trip_2_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_3_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_4_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_5_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_6_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_7_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_8_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_9_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_10_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_11_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_12_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_13_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_14_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_15_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_16_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_17_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_42_trip_18_service_1,route_58,service_1,Rondo Hipokratesa,"",1,block_42,shape_23387,0
block_42_trip_19_service_1,route_58,service_1,Nowy Bieżanów P+R,"",0,block_42,shape_23386,0
block_47_trip_2_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_3_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_4_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_5_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_6_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_7_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_8_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_9_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_10_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_11_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_12_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_13_service_1,route_956,service_1,Pleszów,"",1,block_47,shape_101,0
block_47_trip_14_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_47,shape_100,0
block_47_trip_15_service_1,route_956,service_1,Bardosa,"",1,block_47,shape_116,0
block_48_trip_2_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_114,0
block_48_trip_3_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_4_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_5_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_6_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_7_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_8_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_9_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_10_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_11_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_12_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_13_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_48_trip_14_service_1,route_956,service_1,Pleszów,"",1,block_48,shape_101,0
block_48_trip_15_service_1,route_956,service_1,Kurdwanów P+R,"",0,block_48,shape_100,0
block_59_trip_2_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_3_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_4_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_5_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_6_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_7_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_8_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_9_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_10_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_11_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_12_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_13_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_14_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_15_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
block_59_trip_16_service_1,route_808,service_1,Salwator,"",0,block_59,shape_122,0
block_59_trip_17_service_1,route_808,service_1,Nowy Bieżanów P+R,"",1,block_59,shape_123,0
